label,message,length
0,"['i', ""'ll"", 'text', 'i', 'drop', 'x']",6
0,"['ugh', 'long', 'day', '.', 'i', ""'m"", 'exhausted', '.', 'just', 'want', 'cuddle', 'take', 'nap']",13
0,"['talk', 'with', 'yourself', 'atleast', 'once', 'in', 'a', 'day', '...', '!', '!', '!', 'otherwise', 'you', 'will', 'miss', 'your', 'best', 'friend', 'in', 'this', 'world', '...', '!', '!', '!', '-shakespeare-', 'shesil', '&', 'lt', ';', '#', '&', 'gt', ';']",35
1,"['shop', 'till', 'u', 'drop', ',', 'is', 'it', 'you', ',', 'either', '10k', ',', '5k', ',', '£500', 'cash', '£100', 'travel', 'voucher', ',', 'call', ',', '09064011000', '.', 'ntt', 'po', 'box', 'cr01327bt', 'fixedline', 'cost', '150ppm', 'mobile', 'vary']",33
0,"['are', 'castor', '?', 'you', 'need', 'see', 'something']",7
1,"['sunshine', 'quiz', 'wkly', 'q', '!', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'liverpool', 'played', 'mid', 'week', '?', 'txt', 'ansr', '82277', '.', '£1.50', 'sp', ':', 'tyrone']",26
1,"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'u-find', 'r', '*', 'reveal', 'think', 'ur', 'special-call', '09058094565']",15
1,"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'u-find', 'r', '*', 'reveal', 'think', 'ur', 'special-call', '09065171142-stopsms-08']",15
1,"['reminder', ':', 'you', 'downloaded', 'content', 'already', 'paid', '.', 'goto', 'http', ':', '//doit', '.', 'mymoby', '.', 'tv/', 'collect', 'content', '.']",19
0,"['see', ',', 'knew', 'giving', 'break', 'time', 'woul', 'lead', 'always', 'wanting', 'miss', 'curfew', '.', 'i', 'gon', 'na', 'gibe', ""'til"", 'one', ',', 'midnight', 'movie', 'gon', 'na', 'get', 'til', '2', '.', 'you', 'need', 'come', 'home', '.', 'you', 'need', 'getsleep', ',', 'anything', ',', 'need', 'b', 'studdying', 'ear', 'training', '.']",45
0,"['i', 'love', 'give', 'massage', '.', 'i', 'use', 'lot', 'baby', 'oil', '...', 'what', 'fave', 'position', '?']",15
0,"['dude', 'go', 'sup']",3
0,"['yoyyooo', 'u', 'know', 'change', 'permission', 'drive', 'mac', '.', 'my', 'usb', 'flash', 'drive']",12
0,"['gibbs', 'unsold.mike', 'hussey']",3
0,"['i', 'like', 'talk', 'pa', 'able', '.', 'i', 'dont', 'know', '.']",10
0,"['y', 'dun', 'cut', 'short', 'leh', '.', 'u', 'dun', 'like', 'ah', '?', 'she', 'failed', '.', 'she', ""'s"", 'quite', 'sad', '.']",19
0,"['you', 'unbelievable', 'faglord']",3
0,"['wife.how', 'knew', 'time', 'murder', 'exactly']",5
0,"['why', 'ask', 'princess', '?']",4
0,"['i', 'great', 'princess', '!', 'what', 'thinking', '?', ':', ')']",9
0,"['nutter', '.', 'cutter', '.', 'ctter', '.', 'cttergg', '.', 'cttargg', '.', 'ctargg', '.', 'ctagg', '.', 'ie']",15
0,"['it', ""'s"", 'ok', 'noe', 'u', ""'re"", 'busy', ""'m"", 'really', 'bored', 'msg', 'u.', 'i', 'oso', 'dunno', 'wat', 'colour', 'choose', '4', 'one', '.']",21
0,"['does', ""n't"", 'g', 'class', 'early', 'tomorrow', 'thus', ""n't"", 'trying', 'smoke', '&', 'lt', ';', '#', '&', 'gt', ';']",17
0,"['superb', 'thought-', '``', 'be', 'grateful', 'u', 'dont', 'everything', 'u', 'want', '.', 'that', 'mean', 'u', 'still', 'opportunity', 'happier', 'tomorrow', 'u', 'today', '.', '``', ':', '-', ')']",25
0,"['hope', 'good', 'week', '.', 'just', 'checking']",6
0,"['i', ""'m"", 'used', '.', 'i', 'hope', 'agent', ""n't"", 'drop', 'since', ""'ve"", 'booked', 'thing', 'year', '.', 'this', 'whole', 'boston', ',', 'nyc', 'experiment', '.']",22
0,"['thursday', 'night', '?', 'yeah', ',', 'sure', 'thing', ',', ""'ll"", 'work']",10
1,"['your', 'free', 'ringtone', 'waiting', 'collected', '.', 'simply', 'text', 'password', '``', 'mix', ""''"", '85069', 'verify', '.', 'get', 'usher', 'britney', '.', 'fml', ',', 'po', 'box', '5249', ',', 'mk17', '92h', '.', '450ppw', '16']",30
0,"['probably', 'money', 'worry', '.', 'things', 'coming', 'due', 'several', 'outstanding', 'invoice', 'work', 'two', 'three', 'month', 'ago', '.']",16
0,"['how', 'possible', 'teach', '.', 'and', '.']",6
0,"['i', 'wonder', 'phone', 'battery', 'went', 'dead', '?', 'i', 'tell', ',', 'i', 'love', 'babe']",13
0,"['lovely', 'smell', 'bus', 'ai', ""n't"", 'tobacco', '...']",7
0,"['we', ""'re"", 'getting', 'worried', ',', 'derek', 'taylor', 'already', 'assumed', 'worst']",10
0,"['hey', ""'s"", 'charles', 'sorry', 'late', 'reply', '.']",7
1,"['lastest', 'stereophonics', ',', 'marley', ',', 'dizzee', 'racal', ',', 'libertines', 'the', 'strokes', '!', 'win', 'nookii', 'game', 'flirt', '!', '!', 'click', 'themob', 'wap', 'bookmark', 'text', 'wap', '82468']",25
0,"['i.ll', 'give', '.', 'plus', 'said', 'grinule', 'greet', 'whenever', 'speak']",9
0,"['white', 'fudge', 'oreos', 'are', 'in', 'stores']",6
1,"['january', 'male', 'sale', '!', 'hot', 'gay', 'chat', 'cheaper', ',', 'call', '08709222922', '.', 'national', 'rate', '1.5p/min', 'cheap', '7.8p/min', 'peak', '!', 'to', 'stop', 'text', 'call', '08712460324', '(', '10p/min', ')']",27
0,"['my', 'love', '!', 'how', 'come', 'took', 'long', 'leave', 'zaher', ""'s"", '?', 'i', 'got', 'word', 'ym', 'happy', 'see', 'sad', 'left', '.', 'i', 'miss']",22
0,"['i', 'sorry', 'hurt', '.']",4
0,"['ca', ""n't"", '.', 'i', 'feel', 'nauseous', '.', 'i', ""'m"", 'pissed', '.', 'i', ""n't"", 'eat', 'sweet', 'week', 'cause', 'today', 'i', 'planning', 'pig', '.', 'i', 'dieting', 'week', '.', 'and', 'i', ""'m"", 'hungry', ':', '/']",32
0,"['ok', 'lor', 'early', '.', 'me', 'still', 'project', 'meeting', '.']",9
0,"['call', 'da', ',', 'waiting', 'call', '.']",6
0,"['i', 'could', 'ask', 'carlos', 'could', 'get', 'anybody', 'else', 'chip']",9
0,"['was', 'actually', 'send', 'reminder', 'today', '.', 'have', 'wonderful', 'weekend']",9
0,"['when', 'people', 'see', 'msg', ',', 'they', 'think', 'iam', 'addicted', 'msging', '...', 'they', 'wrong', ',', 'bcoz', 'they', ""don\\'t"", 'know', 'iam', 'addicted', 'sweet', 'friends', '..', '!', '!', 'bslvyl']",26
0,"['hey', 'gave', 'photo', 'registered', 'driving', 'ah', '?', 'tmr', 'wan', 'na', 'meet', 'yck', '?']",13
0,"['dont', 'talk', 'ever', 'ok', 'word', '.']",6
0,"['when', 'u', 'wana', 'see']",4
0,"['on', 'way', 'school', '.', 'can', 'pls', 'send', 'ashley', ""'s"", 'number']",10
0,"['it', 'shall', 'fine', '.', 'i', 'avalarr', '.', 'will', 'hollalater']",9
0,"['she', 'went', 'attend', 'another', 'two', 'round', 'today', '..', 'still', ""did't"", 'reach', 'home', '..']",13
0,"['actually', 'deleted', 'old', 'website', '..', 'blogging', 'magicalsongs.blogspot.com']",7
0,"['k', ',', 'wait', 'chikku', '..', 'il', 'send', 'aftr', '&', 'lt', ';', '#', '&', 'gt', ';', 'min']",16
0,"['but', 'i', ""'m"", 'diet', '.', 'and', 'i', 'ate', '1', 'many', 'slice', 'pizza', 'yesterday', '.', 'ugh', 'i', ""'m"", 'always', 'diet', '.']",20
0,"['k', ':', ')', 'give', 'kvb', 'acc', 'detail', ':', ')']",9
0,"['oh', 'come', 'ah', '?']",4
1,"['money', '!', '!', '!', 'r', 'lucky', 'winner', '!', '2', 'claim', 'prize', 'text', 'money', '2', '88600', '£1million', 'give', 'away', '!', 'ppt150x3+normal', 'text', 'rate', 'box403', 'w1t1jy']",24
0,"['i', ""'m"", 'really', 'sorry', 'wo', ""n't"", 'b', 'able', '2', 'friday.hope', 'u', 'find', 'alternative.hope', 'yr', 'term', ""'s"", 'going', 'ok', ':', '-', ')']",21
0,"['congratulations', 'ore', 'mo', 'owo', 'wa', '.', 'enjoy', 'wish', 'many', 'happy', 'moment', 'fro', 'wherever', 'go']",14
0,"['so', 'samus', 'shoulder', 'yet']",4
0,"['what', 'time', 'think', ""'ll"", '?', 'need', 'know', 'i', 'near', 'campus']",10
1,"['dear', 'matthew', 'please', 'call', '09063440451', 'landline', ',', 'complimentary', '4', '*', 'lux', 'tenerife', 'holiday', '£1000', 'cash', 'await', 'collection', '.', 'ppm150', 'sae', 't', '&', 'cs', 'box334', 'sk38xh', '.']",26
0,"['then', 'dun', 'wear', 'jean', 'lor', '...']",6
0,"['since', ',', 'side', ',', 'fever', ',', 'vomitin', '.']",8
0,"['k', ':', ')', 'k.are', 'college', '?']",6
1,"['urgent', '!', 'call', '09061749602', 'landline', '.', 'your', 'complimentary', '4', '*', 'tenerife', 'holiday', '£10,000', 'cash', 'await', 'collection', 'sae', 't', '&', 'cs', 'box', '528', 'hp20', '1yf', '150ppm', '18+']",26
0,"['better', '.', 'made', 'friday', 'stuffed', 'like', 'pig', 'yesterday', '.', 'now', 'i', 'feel', 'bleh', '.', 'but', 'least', 'writhing', 'pain', 'kind', 'bleh', '.']",21
0,"['no', 'sell', ""'ll"", 'ton', 'coin', '.', 'then', 'sell', 'coin', 'someone', 'thru', 'paypal', '.', 'voila', '!', 'money', 'back', 'life', 'pocket', ':', ')']",21
0,"['theyre', 'lot', 'place', '.', 'only', 'hospital', 'medical', 'place', 'safe', '.']",10
1,"['how', 'getting', 'touch', 'folk', 'waiting', 'company', '?', 'just', 'txt', 'back', 'name', 'age', 'opt', '!', 'enjoy', 'community', '(', '150p/sms', ')']",19
0,"['and', 'also', 'i', ""'ve"", 'sorta', 'blown', 'couple', 'time', 'recently', 'id', 'rather', 'text', 'blue', 'looking', 'weed']",15
0,"['i', 'sent', 'score', 'sophas', 'secondary', 'application', 'school', '.', 'i', 'think', 'thinking', 'applying', ',', 'research', 'cost', 'also', '.', 'contact', 'joke', 'ogunrinde', ',', 'school', 'one', 'less', 'expensive', 'one']",26
0,"['i', 'cant', 'wait', 'see', '!', 'how', 'photo', 'useful', '?', ':', ')']",11
1,"['ur', 'cash-balance', 'currently', '500', 'pound', '-', 'maximize', 'ur', 'cash-in', 'send', 'go', '86688', '150p/msg', '.', 'cc', ':', '08718720201', 'po', 'box', '114/14', 'tcr/w1']",21
0,"['hey', 'booked', 'kb', 'sat', 'already', '...', 'lesson', 'going', 'ah', '?', 'keep', 'sat', 'night', 'free', 'need', 'meet', 'confirm', 'lodging']",18
0,"['chk', 'ur', 'belovd', 'm', 'dict']",5
0,"['is', 'time', 'want', 'come', '?']",5
0,"['awesome', ',', 'lem', 'know', 'whenever', ""'re"", 'around']",7
0,"['shb', 'b', 'ok', 'lor', '...', 'thanx', '...']",7
0,"['beautiful', 'truth', 'gravity', '..', 'read', 'carefully', ':', '``', 'our', 'heart', 'feel', 'light', 'someone', '..', 'but', 'feel', 'heavy', 'someone', 'leaf', '..', ""''"", 'good', 'night']",23
0,"['also', 'remember', 'get', 'dobby', ""'s"", 'bowl', 'car']",7
1,"['filthy', 'story', 'girls', 'waiting']",4
0,"['sorry', 'c', 'ur', 'msg', '...', 'yar', 'lor', 'poor', 'thing', '...', 'but', '4', 'one', 'night', '...', 'tmr', 'u', ""'ll"", 'brand', 'new', 'room', '2', 'sleep', '...']",24
0,"['love', ""n't"", 'decision', ',', ""'s"", 'feeling', '.', 'if', 'could', 'decide', 'love', ',', ',', 'life', 'would', 'much', 'simpler', ',', 'less', 'magical']",20
0,"['welp', 'apparently', 'retired']",3
0,"['my', 'sort', 'code', 'acc', '.', 'the', 'bank', 'natwest', '.', 'can', 'reply', 'confirm', ""'ve"", 'sent', 'right', 'person', '!']",17
0,"['where', '@']",2
0,"['u', 'sure', 'u', 'ca', ""n't"", 'take', 'sick', 'time', '?']",9
1,"['urgent', '!', 'we', 'trying', 'contact', 'u.', 'todays', 'draw', 'show', '£800', 'prize', 'guaranteed', '.', 'call', '09050001808', 'land', 'line', '.', 'claim', 'm95', '.', 'valid12hrs']",22
0,"['watching', 'cartoon', ',', 'listening', 'music', '&', 'amp', ';', 'eve', 'go', 'temple', '&', 'amp', ';', 'church', '..', 'what', 'u', '?']",19
0,"['yo', 'chad', 'gymnastics', 'class', 'wan', 'na', 'take', '?', 'the', 'site', 'say', 'christians', 'class', 'full', '..']",15
0,"['are', 'much', 'buzy']",3
0,"['or', 'better', 'still', 'catch', 'let', 'ask', 'sell', '&', 'lt', ';', '#', '&', 'gt', ';', '.']",15
0,"['i', 'sure', 'night', 'menu', '.', '.', '.', 'i', 'know', 'noon', 'menu']",11
0,"['what', 'u', 'want', 'come', 'back', '?', '.a', 'beautiful', 'necklace', 'token', 'heart', 'you.thats', 'give', 'only', 'my', 'wife', 'of', 'my', 'liking.be', 'that', 'and', 'see', '..', 'no', 'one', 'give', 'that.dont', 'call', 'me.i', 'wait', 'till', 'come', '.']",33
0,"['are', 'willing', 'go', 'aptitude', 'class', '.']",6
0,"['it', 'wont', 'b', '2.15', 'trying', '2', 'sort', 'house', ',', 'ok', '?']",11
0,"['yar', 'lor', 'wan', '2', 'go', 'c', 'horse', 'racing', 'today', 'mah', ',', 'eat', 'earlier', 'lor', '.', 'i', 'ate', 'chicken', 'rice', '.', 'u', '?']",22
0,"['haha', 'awesome', ',', 'omw', 'back']",5
0,"['yup', 'thk', 'e', 'shop', 'close', 'lor', '.']",7
0,"['account', 'number', '?']",3
0,"['eh', 'u', 'send', 'wrongly', 'lar', '...']",6
0,"['hey', 'i', 'ad', 'crap', 'nite', 'borin', 'without', 'ya', '2', 'boggy', 'u', 'boring', 'biatch', '!', 'thanx', 'u', 'wait', 'til', 'nxt', 'time', 'il', 'ave', 'ya']",23
0,"['ok', 'shall', 'talk']",3
0,"['dont', 'hesitate', '.', 'you', 'know', 'second', 'time', 'weakness', 'like', '.', 'so', 'keep', 'notebook', 'eat', 'day', 'anything', 'changed', 'day', 'sure', 'nothing']",20
0,"['hey', 'pay', '.', 'with', 'salary', 'de', '.', 'only', '&', 'lt', ';', '#', '&', 'gt', ';', '.']",16
0,"['another', 'month', '.', 'i', 'need', 'chocolate', 'weed', 'alcohol', '.']",9
0,"['if', 'started', 'searching', 'get', 'job', 'days.he', 'great', 'potential', 'talent', '.']",10
0,"['reckon', 'need', 'town', 'eightish', 'walk', '*', 'carpark', '.']",8
1,"['congrats', '!', '2', 'mobile', '3g', 'videophones', 'r', '.', 'call', '09063458130', '!', 'videochat', 'wid', 'mate', ',', 'play', 'java', 'game', ',', 'dload', 'polyph', 'music', ',', 'noline', 'rentl', '.']",26
0,"['look', 'at', 'the', 'fuckin', 'time', '.', 'what', 'the', 'fuck', 'you', 'think', 'is', 'up']",13
0,"['yo', 'guess', 'i', 'dropped']",4
0,"['carlos', 'say', ""'ll"", 'mu', '&', 'lt', ';', '#', '&', 'gt', ';', 'minute']",12
0,"['i', ""'m"", 'office', '.', 'i', 'call', '&', 'lt', ';', '#', '&', 'gt', ';', 'min', ':', ')']",16
0,"['geeee', '...', 'i', 'miss', 'already', ',', 'know', '?', 'your', 'i', 'think', '.', 'fuck', ',', 'i', 'ca', ""n't"", 'wait', 'till', 'next', 'year', 'together', '...', '*', 'loving', 'kiss', '*']",27
0,"['yun', 'ah.the', 'ubi', 'one', 'say', 'ü', 'wan', 'call', 'tomorrow.call', '67441233', 'look', 'irene.ere', 'got', 'bus8,22,65,61,66,382', '.', 'ubi', 'cres', ',', 'ubi', 'tech', 'park.6ph', '1st', '5wkg', 'days.èn']",24
0,"['ugh', '.', 'got', 'ta', 'drive', 'back', 'sd', 'la', '.', 'my', 'butt', 'sore', '.']",13
0,"['26th', 'of', 'july']",3
0,"['hi', 'im', 'relaxing', 'time', 'ever', '!', 'get', '7am', 'every', 'day', '!', 'party', 'good', 'night', '?', 'i', 'get', 'home', 'tomorrow', '5ish', '.']",21
0,"['up', 'ü', '...', 'ü', 'wan', 'come', 'come', 'lor', '...', 'but', 'din', 'c', 'stripe', 'skirt', '...']",15
0,"['the', 'xmas', 'story', 'peace', '..', 'the', 'xmas', 'msg', 'love', '..', 'the', 'xmas', 'miracle', 'jesus', '..', 'hav', 'blessed', 'month', 'ahead', '&', 'amp', ';', 'wish', 'u', 'merry', 'xmas', '...']",27
0,"['i', 'ca', ""n't"", ',', 'i', ""n't"", 'number', '!']",8
0,"['change', '...', 'it', ""'s"", 'e', 'one', 'next', 'escalator', '...']",9
0,"['yetunde', ""'m"", 'class', 'run', 'water', 'make', 'ok.', 'pls', '.']",9
0,"['not', 'lot', 'happened', '.', 'feels', 'quiet', '.', 'beth', 'aunt', 'charlie', 'working', 'lot', '.', 'just', 'helen', 'mo', '.', 'how', '?']",19
0,"['then', 'ü', 'wait', '4', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', '.', 'if', 'dun', 'c', 'ü', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ü', '.']",24
0,"['aight', ',', 'thanks', 'comin']",4
0,"['no', '..', 'heard', 'abt', 'tat', '..']",6
1,"['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am-11pm', 'won', 'guaranteed', '£1000', 'cash', '£5000', 'prize', '!']",17
0,"['yes', '..', 'really', 'great', '..', 'bhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'world', ':', ')', '.very', 'tough', 'get', '.']",18
0,"['&', 'lt', ';', '#', '&', 'gt', ';', 'i', 'think', '?', 'should', 'say', 'syllabus']",13
0,"['umma', '.', 'did', 'say', 'anything']",5
0,"['give', 'sec', 'think', 'think']",4
1,"['panasonic', '&', 'bluetoothhdset', 'free', '.', 'nokia', 'free', '.', 'motorola', 'free', '&', 'doublemins', '&', 'doubletxt', 'orange', 'contract', '.', 'call', 'mobileupd8', '08000839402', 'call', '2optout']",22
0,"['i', ""n't"", 'quite', 'know', '.', 'i', 'still', 'ca', ""n't"", 'get', 'hold', 'anyone', '.', 'i', 'cud', 'pick', 'bout', '7.30pm', 'see', ""'re"", 'pub', '?']",22
0,"['poyyarikatur', ',', 'kolathupalayam', ',', 'unjalur', 'post', ',', 'erode', 'dis', ',', '&', 'lt', ';', '#', '&', 'gt', ';', '.']",18
0,"['dear', 'hero', ',', 'leaving', 'qatar', 'tonite', 'apt', 'opportunity.pls', 'keep', 'touch', '&', 'lt', ';', 'email', '&', 'gt', ';', ',', 'kerala']",19
0,"['lol', 'i', 'would', 'mom', 'would', 'fit', 'tell', 'whole', 'family', 'crazy', 'terrible', 'i']",12
0,"['i', 'got', 'home', 'babe', ',', 'still', 'awake', '?']",8
0,"['i', 'dunno', 'close', 'oredi', '...', 'ü', 'v', 'fan', '...']",9
0,"['just', 'buy', 'pizza', '.', 'meat', 'lover', 'supreme', '.', 'u', 'get', 'pick', '.']",12
0,"['ya', ',', 'told', '..', 'asking', 'wats', 'matter', '?']",8
0,"['dear', ',', 'regret', 'cudnt', 'pick', 'call.drove', 'frm', 'ctla', 'cochin', 'home.left', 'mobile', 'car', '..', 'ente', 'style', 'ishtamayoo', '?', 'happy', 'bakrid', '!']",20
1,"['free', '1st', 'week', '!', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mate', 'www.getzed.co.uk', 'pobox', '36504', 'w45wq', 'norm150p/tone', '16+']",26
0,"['shall', 'send', 'exe', 'mail', 'id', '.']",6
0,"['nope', 'watching', 'tv', 'home', '...', 'not', 'going', '.', 'v', 'bored', '...']",11
0,"['don', 'know', '..', 'wait', 'check', '.']",6
0,"['good', 'afternoon', 'glorious', 'anniversary', 'day', ',', 'sweet', 'j', '!', '!', 'i', 'hope', 'find', 'happy', 'content', ',', 'prey', '.', 'i', 'think', 'send', 'teasing', 'kiss', 'across', 'sea', 'coaxing', 'image', 'fond', 'souveniers', '...', 'you', 'cougar-pen']",32
1,"['guess', '!', 'somebody', 'know', 'secretly', 'fancy', '!', 'wan', 'na', 'find', '?', 'give', 'u', 'call', '09065394514', 'from', 'landline', 'datebox1282essexcm61xn', '150p/min', '18']",20
0,"['we', 'still', 'tonight', '?']",4
0,"['may', 'call', 'you', 'later', 'pls']",5
0,"['has', ""n't"", 'pattern', 'recently', 'crap', 'weekend', '?']",7
0,"['i', 'sore', 'throat', '.', 'it', ""'s"", 'scratch', 'i', 'talk']",9
0,"['yes', 'da', '.', 'any', 'plm', 'ur', 'office']",7
0,"['are', 'around', 'still', 'asleep', '?', ':', 'v']",7
0,"['lol', 'forgot', 'eh', '?', 'yes', ',', 'i', ""'ll"", 'bring', 'babe']",10
0,"['its', 'good', ',', ""'ll"", 'find', 'way']",6
0,"['can', 'use', 'foreign', 'stamp', 'country', '.', 'good', 'lecture', '.']",9
0,"['yup', 'bathe', 'liao', '...']",4
0,"['happy', 'new', 'year', 'my', 'no.1', 'man']",6
0,"['oh', 'mr', 'sheffield', '!', 'you', 'wan', 'na', 'play', 'that', 'game', ',', 'okay', '.', 'you', ""'re"", 'bos', 'i', ""'m"", 'nanny', '.', 'you', 'give', 'raise', 'i', ""'ll"", 'give', 'you', 'one', '!', '!']",30
0,"['zoe', 'it', 'just', 'hit', 'me', '2', 'im', 'fucking', 'shitin', 'myself', 'il', 'defo', 'try', 'my', 'hardest', '2', 'cum', '2morow', 'luv', 'u', 'millions', 'lekdog']",22
0,"['hello', 'baby', ',', 'get', 'back', 'mom', ""'s"", '?', 'are', 'setting', 'computer', '?', 'filling', 'belly', '?', 'how', 'go', 'loverboy', '?', 'i', 'miss', 'already', '...', '*', 'sigh', '*']",26
0,"['no', 'blanket', 'sufficient', ',', 'thx']",5
0,"['naughty', 'little', 'thought', ':', ""'its"", 'better', 'flirt', ',', 'flirt', 'n', 'flirt', ',', 'rather', 'loving', 'someone', 'n', 'gettin', 'hurt', ',', 'hurt', 'n', 'hurt', '...', ':', '-', ')', 'gud', 'nyt']",28
0,"['edison', 'rightly', 'said', ',', '``', 'a', 'fool', 'ask', 'question', 'wise', 'man', 'answer', ""''"", 'now', 'know', 'u', 'speechless', 'viva', '..', 'gm', ',', 'gn', ',', 'ge', ',', 'gnt', ':', '-', ')']",29
0,"['they', 'talking', 'thats', 'de', '.', 'they', 'wont', '.']",8
0,"['today', 'going', 'college', 'able', 'atten', 'class', '.']",7
0,"['i', ""'m"", 'class', '.', 'will', 'holla', 'later']",7
0,"['easy', 'ah', '?', 'sen', 'got', 'selected', 'mean', 'good', '..']",9
0,"['mmm', 'thats', 'better', 'got', 'roast', '!', 'i\x92d', 'b', 'better', 'drink', '2', '!', 'good', 'indian', '?']",15
1,"['we', 'know', 'someone', 'know', 'fancy', '.', 'call', '09058097218', 'find', '.', 'pobox', '6', ',', 'ls15hb', '150p']",15
0,"['come', 'round', ',', ""'s"", '.']",5
0,"['do', '1', 'thing', '!', 'change', 'sentence', ':', '``', 'because', 'want', '2', 'concentrate', 'educational', 'career', 'im', 'leaving', '..', ""''""]",18
1,"['1000', ""'s"", 'flirting', 'now', '!', 'txt', 'girl', 'bloke', '&', 'ur', 'name', '&', 'age', ',', 'eg', 'girl', 'zoe', '18', '8007', 'join', 'get', 'chatting', '!']",23
0,"['i', 'walked', 'hour', '2', 'c', 'u', '!', 'doesn\x92t', 'show', 'i', 'care', 'wont', 'u', 'believe', 'im', 'serious', '?']",17
1,"['18', 'day', 'euro2004', 'kickoff', '!', 'u', 'kept', 'informed', 'latest', 'news', 'result', 'daily', '.', 'unsubscribe', 'send', 'get', 'euro', 'stop', '83222', '.']",20
0,"['are', 'available', 'soiree', 'june', '3rd', '?']",6
0,"['do', 'u', 'noe', 'wat', 'time', 'e', 'place', 'dat', 'sell', '4d', 'close', '?']",12
0,"['i', 'got', 'another', 'job', '!', 'the', 'one', 'hospital', 'data', 'analysis', 'something', ',', 'start', 'monday', '!', 'not', 'sure', 'thesis', 'got', 'finished']",20
0,"['jay', ""'s"", 'getting', 'really', 'impatient', 'belligerent']",6
0,"['hiya', 'comin', '2', 'bristol', '1', 'st', 'week', 'in', 'april', '.', 'les', 'got', 'off', '+', 'rudi', 'on', 'new', 'yrs', 'eve', 'but', 'i', 'was', 'snoring.they', 'were', 'drunk', '!', 'u', 'bak', 'at', 'college', 'yet', '?', 'my', 'work', 'sends', 'ink', '2', 'bath', '.']",39
0,"['i', ""'m"", 'work', '.', 'please', 'call']",6
0,"['then', 'u', 'drive', 'lor', '.']",5
0,"['ard', '515', 'like', 'dat', '.', 'y', '?']",7
0,"['tell', ""'re"", 'female', ':', 'v', ""'re"", 'throwing', '?', 'we', ""'re"", 'deciding', 'get']",12
1,"['eastenders', 'tv', 'quiz', '.', 'what', 'flower', 'dot', 'compare', '?', 'd=', 'violet', 'e=', 'tulip', 'f=', 'lily', 'txt', 'd', 'e', 'f', '84025', 'now', '4', 'chance', '2', 'win', '£100', 'cash', 'wkent/150p16+']",28
0,"['i', ""'m"", 'working', 'technical', 'support', ':', ')', 'voice', 'process.networking', 'field', '.']",11
0,"['i', 'might', 'come', 'kerala', '2', 'days.so', 'prepared', 'take', 'leave', 'finalise', '.dont', 'plan', 'travel', 'visit.need', 'finish', 'urgent', 'work', '.']",18
0,"['ok.', 'not', 'sure', 'time', 'tho', 'sure', 'get', 'library', 'class', '.', 'will', 'try', '.', 'see', 'point', '!', 'have', 'good', 'eve', '.']",20
1,"['we', 'new', 'local', 'date', 'area', '-', 'lots', 'new', 'people', 'registered', 'your', 'area', '.', 'reply', 'date', 'start', '!', '18', 'www.flirtparty.us', 'replys150']",20
0,"['that', ""'s"", 'fine', ',', 'i', ""'ll"", 'bitch', 'later']",8
0,"['no', 'mum', 'went', '2', 'dentist', '.']",6
0,"['once', 'free', 'call', 'sir', '.', 'i', 'waiting', '.']",8
0,"['meeting', 'u', 'work', '.', '.', '.', 'tel', 'shall', 'work', 'tomorrow']",10
1,"['someone', 'u', 'know', 'asked', 'dating', 'service', '2', 'contact', '!', 'cant', 'guess', '?', 'call', '09058091854', 'now', 'revealed', '.', 'po', 'box385', 'm6', '6wu']",21
0,"['jus', 'finish', 'bathing', '...']",4
0,"['alright', ',', 'i', ""'ll"", 'make', 'sure', 'car', 'back', 'tonight']",9
1,"['urgent', '!', 'we', 'trying', 'contact', 'u.', 'todays', 'draw', 'show', '£800', 'prize', 'guaranteed', '.', 'call', '09050003091', 'land', 'line', '.', 'claim', 'c52', '.', 'valid12hrs']",22
1,"['dear', 'u', ""'ve"", 'invited', 'xchat', '.', 'this', 'final', 'attempt', 'contact', 'u', '!', 'txt', 'chat', '86688']",15
0,"['lul', 'im', 'gettin', 'juicy', 'gossip', 'hospital', '.', 'two', 'nurse', 'talking', 'fat', 'gettin', '.', 'and', 'one', 'think', 'shes', 'obese', '.', 'oyea', '.']",21
0,"['aight', 'ill', 'get', 'fb', 'couple', 'minute']",6
0,"['oi', '.', 'ami', 'parchi', 'na', '.', 'kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', '.', 'phone', 'ta', 'tul', 'na', '.', 'plz', '.', 'plz', '.']",22
0,"['where', 'download', 'clear', 'movie', '.', 'dvd', 'copy', '.']",8
0,"['yep', ',', 'pretty', 'sculpture']",4
0,"['convey', 'regard']",2
0,"['me', 'watching', 'surya', 'movie', '.', '.', '.after', '6', 'pm', 'vijay', 'movie', 'pokkiri']",12
0,"['you', 'tell', 'happen', 'dont', 'behave', 'like', '.', 'ok', 'need', 'say']",10
0,"['can', 'u', 'get', 'pic', 'msg', 'phone', '?']",7
